Magnitude,UTC Date,UTC Time,Sydney Date,Sydney Time,Latitude,Longitude,Magnitude Type,Tsunamigenic,Significant,Approximate location,Depth (km),Solution finalised,Last updated date,Last updated time,Source,Mb,ML,Ms,Mwp,Mw,Longitude unc. (+/- km),Latitude unc.  (+/- km),Time unc. (+/- s),Depth unc. (+/- km),Phases used,Total phases,Stations used,Total stations,Gap Angle,RMS Residual,Location algorithm,Nearest station,EVENT ID,ORIGIN ID
2.7,2011-11-28,02:27:42,2011-11-28,13:27:42,-30.586,117.656,ML,-,-,"NE of Koorda,WA.",18.0,FINL,2011-11-29,11:15:48,AUST,-,2.68,-,-,-,-,-,0.58,0.2867,9,10,5,6,174.5,3.91868618289344521990122398107300819884,dbgenloc:dal1a,BLDU,435065,526910
2.0,2011-11-27,16:20:42,2011-11-28,03:20:42,-30.668,117.536,ML,false,false,"Near Koorda, WA.",0.0,FINL,2011-11-29,10:58:42,AUST,-,2,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,2737789,2154963
2.7,2011-11-27,06:54:25,2011-11-27,17:54:25,-30.633,117.56,ML,false,false,"Near Koorda, WA.",0.0,FINL,2011-11-29,09:45:37,AUST,-,2.72,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,2737788,2154962
2.1,2011-11-27,06:37:42,2011-11-27,17:37:42,-30.625,117.564,ML,false,false,"Near Koorda, WA.",0.0,FINL,2011-11-29,09:48:35,AUST,-,2.12,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,2737787,2154961
2.8,2011-11-27,06:21:00,2011-11-27,17:21:00,-30.61,117.572,ML,false,false,"Near Koorda, WA.",0.0,FINL,2011-11-29,09:31:24,AUST,-,2.8,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,2737786,2154960
3.5,2011-11-26,20:59:43,2011-11-27,07:59:43,-26.007,138.56,ML,false,false,"Simpson Desert, SA.",0.0,FINL,2011-11-28,12:34:03,AUST,-,3.52,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737774,2154948
1.7,2011-11-26,20:29:36,2011-11-27,07:29:36,-33.464,138.435,ML,false,false,"SE of Crystal Brook, SA.",15.0,FINL,2011-11-28,12:18:55,AUST,-,1.72,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737773,2154947
2.7,2011-11-26,18:41:44,2011-11-27,05:41:44,-39.673,144.031,ML,false,false,"King Island, TAS.",10.0,FINL,2011-11-28,12:12:51,AUST,-,2.65,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737772,2154946
3.8,2011-11-26,15:30:20,2011-11-27,02:30:20,-25.631,138.567,ML,false,false,"SW of Lake Machattie, QLD.",10.0,FINL,2011-11-28,11:34:53,AUST,-,3.77,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737771,2154945
1.9,2011-11-26,13:40:49,2011-11-27,00:40:49,-34.204,150.857,ML,false,false,"E of Appin, NSW.",15.0,FINL,2011-11-28,11:20:33,AUST,-,1.91,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737770,2154944
2.0,2011-11-25,09:28:22,2011-11-25,20:28:22,-32.69,138.027,ML,false,false,"Near Wilmington, SA.",0.0,FINL,2011-11-28,10:34:09,AUST,-,1.95,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,2737766,2154940
1.4,2011-11-24,18:20:46,2011-11-25,05:20:46,-33.198,136.522,ML,false,false,"Kimba, SA.",10.0,FINL,2011-11-28,10:56:57,AUST,-,1.44,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737769,2154943
2.7,2011-11-24,17:57:20,2011-11-25,04:57:20,-30.846,121.39,ML,false,false,"SW of Kalgoorlie, WA.",19.0,FINL,2011-11-28,10:51:22,AUST,-,2.69,-,-,-,-,-,-,-,0,0,0,0,0,0,locsat:iasp91,-,2737768,2154942
2.3,2011-11-24,17:03:40,2011-11-25,04:03:40,-37.147,151.519,ML,false,false,"E of Eden, NSW.",0.0,FINL,2011-11-28,10:36:46,AUST,-,2.34,-,-,-,-,-,-,-,0,0,0,0,0,0,locsat:iasp91,-,2737767,2154941
1.6,2011-11-24,06:58:18,2011-11-24,17:58:18,-30.729,117.459,ML,false,false,"N of Koorda, WA.",0.0,FINL,2011-11-25,10:57:27,AUST,-,1.61,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:wa2a,-,2737750,2154924
2.4,2011-11-24,04:21:09,2011-11-24,15:21:09,-30.636,117.586,ML,false,false,"NE of Koorda, WA.",4.0,FINL,2011-11-25,10:52:11,AUST,-,2.4,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:wa2a,-,2737749,2154923
2.6,2011-11-24,04:11:48,2011-11-24,15:11:48,-30.626,117.578,ML,-,-,"NE of Koorda, WA.",10.0,FINL,2011-11-25,10:34:44,AUST,-,2.64,-,-,-,-,-,0.62,0,8,9,4,5,216.72,1.05959667379201937126307701546319940428,dbgenloc:wa2a,BLDU,433919,525715
1.6,2011-11-23,19:39:17,2011-11-24,06:39:17,-42.105,147.449,ML,false,false,"Near Ross, TAS.",15.0,FINL,2011-11-25,09:59:15,AUST,-,1.57,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737748,2154922
2.5,2011-11-23,16:57:42,2011-11-24,03:57:42,-32.891,151.356,ML,false,false,"S of Cessnock, NSW.",9.0,FINL,2011-11-25,09:44:14,AUST,-,2.48,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737747,2154921
1.4,2011-11-23,16:42:57,2011-11-24,03:42:57,-31.204,116.652,ML,false,false,"NE of Bolgart, WA.",2.0,FINL,2011-11-25,09:56:41,AUST,-,1.42,-,-,-,-,-,-,-,0,0,0,0,0,0,locsat:iasp91,-,2737746,2154920
2.0,2011-11-22,01:50:30,2011-11-22,12:50:30,-33.444,138.408,ML,false,false,"SE of Crystal Brook, SA.",8.0,FINL,2011-11-23,11:22:11,AUST,-,1.99,-,-,-,-,-,-,-,0,0,0,0,0,0,locsat:iasp91,-,2737726,2154900
2.9,2011-11-21,20:11:43,2011-11-22,07:11:43,-41.853,145.764,ML,-,true,"Queenstown, TAS.",0.0,FINL,2011-11-23,13:10:39,AUST,-,2.86,3.08,-,-,-,-,1.87,0,4,6,3,3,206.13,7.13249160532278509600123180108527275091,dbgenloc:vic5a,MOO,433146,524868
1.7,2011-11-21,07:53:27,2011-11-21,18:53:27,-33.526,138.388,ML,false,false,"SE of Crystal Brook, SA.",10.0,FINL,2011-11-22,10:22:13,AUST,-,1.74,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737706,2154880
2.4,2011-11-19,23:38:33,2011-11-20,10:38:33,-35.807,137.954,ML,false,false,"Kangaroo Island, SA.",5.0,FINL,2011-11-21,14:12:26,AUST,-,2.43,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,2737686,2154860
1.8,2011-11-16,15:05:36,2011-11-17,02:05:36,-31.442,117.138,ML,false,false,"NE of Meckering, WA.",10.0,FINL,2011-11-18,10:07:41,AUST,-,1.8,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:wa2a,-,2737667,2154841
1.7,2011-11-16,10:24:15,2011-11-16,21:24:15,-33.388,138.207,ML,false,false,"S of Crystal Brook, SA.",18.0,FINL,2011-11-18,09:59:34,AUST,-,1.71,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737666,2154840
1.9,2011-11-14,10:09:46,2011-11-14,21:09:46,-36.159,148.735,ML,false,false,"Near Lake Eucumbene, NSW.",0.0,FINL,2011-11-15,14:09:43,AUST,-,1.89,-,-,-,-,-,-,-,0,0,0,0,0,0,dblocsat2,-,2737648,2154822
1.9,2011-11-14,09:45:56,2011-11-14,20:45:56,-36.276,148.831,ML,false,false,"Near Berridale, NSW.",0.0,FINL,2011-11-15,13:55:19,AUST,-,1.94,-,-,-,-,-,-,-,0,0,0,0,0,0,dblocsat2,-,2737647,2154821
2.9,2011-11-14,02:43:03,2011-11-14,13:43:03,-42.077,147.431,ML,-,true,"Near Ross, TAS.",2.0,FINL,2011-11-15,10:37:04,AUST,-,2.88,-,-,-,-,-,0,0,4,4,4,4,163.51,0.2212131325215571373221598627976427717277,dbgenloc:dal1a,N/A,430080,521720
1.3,2011-11-14,02:10:25,2011-11-14,13:10:25,-30.806,117.139,ML,false,false,"S of Cadoux, WA.",0.0,FINL,2011-11-15,13:01:33,AUST,-,1.28,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:wa2a,-,2737646,2154820
2.2,2011-11-13,06:48:38,2011-11-13,17:48:38,-31.919,138.272,ML,false,false,"W of Hawker, SA.",10.0,FINL,2011-11-14,13:18:45,AUST,-,2.24,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737632,2154806
2.0,2011-11-13,03:08:33,2011-11-13,14:08:33,-33.422,138.079,ML,false,false,"SW of Crystal Brook, SA.",15.0,FINL,2011-11-14,13:08:46,AUST,-,2.01,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737631,2154805
1.9,2011-11-13,02:52:48,2011-11-13,13:52:48,-29.66,115.684,ML,false,false,"Yarra Yarra Lakes, WA.",0.0,FINL,2011-11-14,13:00:10,AUST,-,1.87,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:wa2a,-,2737630,2154804
3.4,2011-11-13,00:05:07,2011-11-13,11:05:07,-29.792,151.241,ML,-,true,"W of Inverell, NSW.",6.0,FINL,2011-11-14,13:02:41,AUST,-,3.38,-,-,-,-,-,-,-,5,10,4,9,155.88,8.56973386984683439766937245031756721639,dbgenloc:dal1a,ARMA,429645,521234
1.6,2011-11-12,20:25:13,2011-11-13,07:25:13,-33.685,138.444,ML,false,false,"NW of Clare, SA.",10.0,FINL,2011-11-14,12:03:48,AUST,-,1.64,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737629,2154803
2.0,2011-11-12,16:39:40,2011-11-13,03:39:40,-33.086,138.066,ML,false,false,"NE of Port Flinders, SA.",0.0,FINL,2011-11-14,11:56:10,AUST,-,2.04,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737628,2154802
1.9,2011-11-11,20:25:22,2011-11-12,07:25:22,-31.254,117.447,ML,false,false,"SE of Wyalkatchem, WA.",0.0,FINL,2011-11-14,11:13:40,AUST,-,1.85,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:wa2a,-,2737627,2154801
2.8,2011-11-11,19:43:53,2011-11-12,06:43:53,-21.368,127.337,ML,false,false,"Lake Mackay, WA.",15.0,FINL,2011-11-14,11:06:20,AUST,-,2.77,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:wa2a,-,2737626,2154800
2.3,2011-11-11,12:11:47,2011-11-11,23:11:47,-30.834,138.41,ML,false,false,"Beltana, SA.",10.0,FINL,2011-11-18,10:18:40,AUST,-,2.32,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737668,2154842
2.0,2011-11-10,02:41:10,2011-11-10,13:41:10,-34.829,149.985,ML,false,false,"SE of Goulburn, NSW.",10.0,FINL,2011-11-11,10:35:27,AUST,-,1.95,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:iasp91,-,2737606,2154780
1.8,2011-11-09,20:56:50,2011-11-10,07:56:50,-31.45,117.171,ML,false,false,"NE of Meckering, WA.",1.0,FINL,2011-11-10,14:12:45,AUST,-,1.81,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:wa2a,-,2737589,2154763
2.1,2011-11-09,13:38:41,2011-11-10,00:38:41,-30.636,117.583,ML,false,false,"NE of Koorda, WA.",3.0,FINL,2011-11-10,10:54:42,AUST,-,2.1,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc,-,2737588,2154762
1.9,2011-11-09,08:50:49,2011-11-09,19:50:49,-31.247,117.415,ML,false,false,"Wyalkatchem, WA.",6.0,FINL,2011-11-10,10:36:23,AUST,-,1.93,-,-,-,-,-,-,-,0,0,0,0,0,0,dblocsat2,-,2737587,2154761
2.3,2011-11-09,02:33:07,2011-11-09,13:33:07,-31.257,117.44,ML,false,false,"Wyalkatchem, WA.",0.0,FINL,2011-11-10,10:16:33,AUST,-,2.27,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,2737586,2154760
1.8,2011-11-08,20:29:55,2011-11-09,07:29:55,-31.521,117.114,ML,false,false,"NE of Meckering, WA.",8.0,FINL,2011-11-09,12:08:39,AUST,-,1.84,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:wa2a,-,2737573,2154747
2.1,2011-11-08,19:30:15,2011-11-09,06:30:15,-31.787,117.366,ML,false,false,"SE of Cunderdin, WA.",0.0,FINL,2011-11-09,12:01:53,AUST,-,2.08,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737572,2154746
1.8,2011-11-08,16:54:40,2011-11-09,03:54:40,-30.634,117.586,ML,false,false,"NE of Koorda, WA.",13.0,FINL,2011-11-09,11:54:28,AUST,-,1.84,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737570,2154744
2.2,2011-11-08,14:58:22,2011-11-09,01:58:22,-30.605,117.616,ML,false,false,"NE of Koorda, WA.",0.0,FINL,2011-11-09,12:04:17,AUST,-,2.2,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc,-,2737571,2154745
2.3,2011-11-08,10:54:01,2011-11-08,21:54:01,-30.636,117.579,ML,false,false,"NE of Koorda, WA.",0.0,FINL,2011-11-09,12:03:45,AUST,-,2.3,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc,-,2737569,2154743
1.6,2011-11-08,09:25:57,2011-11-08,20:25:57,-34.017,139.203,ML,false,false,"Near Robertstown, SA.",4.0,FINL,2011-11-09,10:48:57,AUST,-,1.61,-,-,-,-,-,-,-,0,0,0,0,0,0,dblocsat2,-,2737568,2154742
2.3,2011-11-07,13:38:37,2011-11-08,00:38:37,-30.605,117.636,ML,false,false,"SW of Beacon, WA.",15.0,FINL,2011-11-09,10:31:49,AUST,-,2.25,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737567,2154741
2.0,2011-11-07,12:47:37,2011-11-07,23:47:37,-30.583,117.668,ML,false,false,"SW of Beacon, WA.",10.0,FINL,2011-11-09,10:26:16,AUST,-,1.98,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737566,2154740
2.2,2011-11-06,18:50:08,2011-11-07,05:50:08,-30.261,117.81,ML,false,false,"N of Beacon, WA.",10.0,FINL,2011-11-08,11:02:41,AUST,-,2.21,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,2737550,2154724
1.7,2011-11-06,03:19:31,2011-11-06,14:19:31,-31.212,117.499,ML,false,false,"SE of Wyalkatchem, WA.",2.0,FINL,2011-11-08,10:24:15,AUST,-,1.7,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:wa2a,-,2737549,2154723
1.5,2011-11-05,13:50:40,2011-11-06,00:50:40,-34.582,148.557,ML,false,false,"Galong, NSW.",12.0,FINL,2011-11-07,16:04:34,AUST,-,1.5,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737548,2154722
1.7,2011-11-05,08:10:55,2011-11-05,19:10:55,-31.21,117.492,ML,false,false,"E of Wyalkatchem, WA.",0.0,FINL,2011-11-07,15:50:34,AUST,-,1.69,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:wa2a,-,2737547,2154721
2.3,2011-11-04,19:32:52,2011-11-05,06:32:52,-30.75,117.845,ML,false,false,"N of  Bencubbin, WA.",0.0,FINL,2011-11-07,10:52:44,AUST,-,2.29,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:wa2a,-,2737546,2154720
2.1,2011-11-03,20:15:51,2011-11-04,07:15:51,-33.126,138.683,ML,-,true,"Near Jamestown, SA.",5.0,FINL,2011-11-04,10:48:55,AUST,-,2.07,-,-,-,-,-,4.16,0,4,4,4,4,227.85,0.1436654098939616014347359535942374988688,dbgenloc:dal1a,NAPP,426071,517433
1.7,2011-11-03,19:55:04,2011-11-04,06:55:04,-30.613,117.599,ML,false,false,"NE of Koorda, WA.",1.0,FINL,2011-11-04,11:27:54,AUST,-,1.66,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:wa2a,-,2737527,2154701
1.5,2011-11-03,18:21:34,2011-11-04,05:21:34,-31.217,117.412,ML,false,false,"Wyalkatchem, WA.",0.0,FINL,2011-11-04,11:18:00,AUST,-,1.49,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737526,2154700
2.0,2011-11-03,17:24:46,2011-11-04,04:24:46,-35.58,138.667,ML,false,false,"SE of Victor Harbor, SA.",1.0,FINL,2011-11-04,11:12:04,AUST,-,2.04,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737506,2154680
3.7,2011-11-02,16:32:53,2011-11-03,03:32:53,-23.64,152.241,ML,false,false,"Offshore E of Gladstone, QLD.",10.0,FINL,2012-01-07,12:28:01,AUST,-,3.7,-,-,-,-,-,-,-,0,0,0,0,0,0,dblocsat2,-,2738046,2155220
1.9,2011-11-02,15:15:48,2011-11-03,02:15:48,-34.476,148.763,ML,false,false,"Near Boorowa, NSW.",0.0,FINL,2011-11-03,10:59:25,AUST,-,1.9,-,-,-,-,-,-,-,0,0,0,0,0,0,dblocsat2,-,2737487,2154661
2.5,2011-11-02,03:32:49,2011-11-02,14:32:49,-30.871,121.474,ML,false,true,"Kalgoorlie, WA.",4.0,FINL,2011-11-03,10:05:06,AUST,-,2.5,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,2737466,2154640
2.4,2011-11-01,17:48:04,2011-11-02,04:48:04,-33.007,138.74,ML,false,false,"Yongala, SA.",2.0,FINL,2011-11-02,13:23:49,AUST,-,2.4,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737448,2154622
2.0,2011-11-01,16:22:12,2011-11-02,03:22:12,-34.413,150.755,ML,false,false,"NW of Mount Kembla, NSW.",0.0,FINL,2011-11-02,13:06:00,AUST,-,1.97,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737447,2154621
2.4,2011-11-01,05:27:14,2011-11-01,16:27:14,-31.222,117.486,ML,-,-,"Wyalkatchem, WA.",10.0,FINL,2011-11-02,12:39:09,AUST,-,2.4,-,-,-,-,-,0.48,4.1497,11,11,6,6,141.05,0.7030086641131685356931895965561251535744,-,N/A,425160,516446
2.0,2011-11-01,04:38:14,2011-11-01,15:38:14,-31.225,117.479,ML,-,-,"Wyalkatchem, WA.",8.0,FINL,2011-11-02,12:33:46,AUST,-,2.03,-,-,-,-,-,0.47,5.3267,6,13,4,11,182.57,7.61494501217582913030150884400102306911,-,KLBR,425141,516437
2.3,2011-11-01,02:40:47,2011-11-01,13:40:47,-31.246,117.46,ML,-,-,"Wyalkatchem, WA.",9.0,FINL,2011-11-02,12:30:26,AUST,-,2.29,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:wa2a,N/A,425115,516395
2.5,2011-11-01,01:11:42,2011-11-01,12:11:42,-31.151,117.611,ML,false,false,"Near Wyalkatchem, WA.",10.0,FINL,2011-11-02,12:47:00,AUST,-,2.48,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,2737446,2154620
1.8,2011-10-29,10:16:01,2011-10-29,21:16:01,-30.833,116.577,ML,false,false,"NW of Wongan Hills, WA.",0.0,FINL,2011-10-31,16:06:59,AUST,-,1.77,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:wa2a,-,2737407,2154581
2.8,2011-10-29,07:48:33,2011-10-29,18:48:33,-36.357,117.874,ML,false,false,"S of Albany, WA.",10.0,FINL,2011-10-31,15:55:32,AUST,-,2.76,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:iasp91,-,2737406,2154580
2.1,2011-10-28,21:00:02,2011-10-29,08:00:02,-30.805,117.11,ML,false,false,"Cadoux, WA.",0.0,FINL,2011-10-31,16:35:02,AUST,-,2.14,-,-,-,-,-,-,-,0,0,0,0,0,0,dngenloc,-,2737408,2154582
2.2,2011-10-27,20:13:34,2011-10-28,07:13:34,-30.599,117.563,ML,false,false,"NE of Cadoux, WA.",10.0,FINL,2011-10-28,11:53:30,AUST,-,2.17,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,2737366,2154540
3.1,2011-10-27,07:05:55,2011-10-27,18:05:55,-22.061,126.529,ML,false,false,"E of Tobin Lake, WA.",10.0,FINL,2011-10-28,11:40:18,AUST,-,3.06,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:wa2a,-,2737346,2154520
1.5,2011-10-26,11:38:20,2011-10-26,22:38:20,-33.788,138.544,ML,false,false,"NW of Clare, SA.",0.0,FINL,2011-10-27,11:05:33,AUST,-,1.47,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737326,2154500
1.6,2011-10-26,05:46:27,2011-10-26,16:46:27,-30.6,117.625,ML,false,false,"SW of Beacon, WA.",0.0,FINL,2011-10-27,10:54:03,AUST,-,1.57,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:wa2a,-,2737306,2154480
2.1,2011-10-26,00:42:21,2011-10-26,11:42:21,-33.22,151.037,ML,false,false,"NE of St Albans, NSW.",0.0,FINL,2011-10-27,10:44:38,AUST,-,2.07,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737266,2154440
2.2,2011-10-25,22:18:30,2011-10-26,09:18:30,-37.031,148.058,ML,false,false,"NE of Omeo, VIC.",11.0,FINL,2011-10-27,10:50:05,AUST,-,2.21,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,2737286,2154460
1.9,2011-10-24,15:22:41,2011-10-25,02:22:41,-32.887,151.343,ML,false,false,"Ellalong, NSW.",10.0,FINL,2011-10-25,11:29:07,AUST,-,1.94,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc,-,2737246,2154420
3.1,2011-10-22,17:18:31,2011-10-23,04:18:31,-32.025,139.564,ML,false,false,"N of Yunta, SA.",10.0,FINL,2011-10-24,11:01:39,AUST,-,3.11,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,2737206,2154380
1.7,2011-10-22,13:48:16,2011-10-23,00:48:16,-31.619,117.078,ML,false,false,"NE of Meckering, WA.",12.0,FINL,2011-10-24,15:51:57,AUST,-,1.7,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:wa2a,-,2737226,2154400
3.1,2011-10-21,22:52:59,2011-10-22,09:52:59,-38.381,145.907,ML,-,true,"Near Korumburra, VIC.",0.0,FINL,2011-10-24,10:20:29,AUST,-,3.08,-,-,-,-,-,4.37,0.4964,5,5,4,4,228.78,0.3324596216083992356922201538711408661373,dbgenloc:dal1a,TOO,421225,512308
2.8,2011-10-21,07:45:42,2011-10-21,18:45:42,-24.538,115.418,ML,false,false,"NE of Gascoyne Junction, WA.",10.0,FINL,2011-10-24,10:13:16,AUST,-,2.82,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,2737186,2154360
1.9,2011-10-20,20:06:56,2011-10-21,07:06:56,-38.355,145.88,ML,-,-,"Korumburra, VIC.",10.0,FINL,2011-10-21,10:01:27,AUST,-,1.9,-,-,-,-,-,0.82,4.9845,5,5,3,3,231.01,0.0395347948015415909025740472224368410589,dbgenloc:dal1a,N/A,420798,511849
1.8,2011-10-19,21:13:15,2011-10-20,08:13:15,-33.642,117.974,ML,false,false,"Near Katanning, WA.",10.0,FINL,2011-10-20,10:41:03,AUST,-,1.82,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,2737146,2154320
2.1,2011-10-19,02:22:24,2011-10-19,13:22:24,-30.782,117.103,ML,false,false,"Cadoux, WA.",8.0,FINL,2011-10-22,07:56:43,AUST,-,2.05,-,-,-,-,-,-,-,0,0,0,0,0,0,dblocsat2,-,2737126,2154300
3.4,2011-10-18,15:52:24,2011-10-19,02:52:24,-35.072,138.65,ML,-,true,"Near Blackwood, SA.",24.0,FINL,2011-10-19,10:07:02,AUST,-,3.42,-,-,-,-,-,9.98,0.7644,6,8,5,6,190.01,3.76699336341332037659196245659722952017,dbgenloc:dal1a,HTT,420226,511183
2.3,2011-10-18,15:00:35,2011-10-19,02:00:35,-30.651,117.814,ML,false,false,"SW of Beacon, WA.",4.0,FINL,2011-10-19,11:11:55,AUST,-,2.34,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:wa2a,-,2737106,2154280
2.6,2011-10-16,05:38:59,2011-10-16,16:38:59,-31.549,138.591,ML,false,false,"S of Wilpena Pound, SA.",10.0,FINL,2011-10-18,10:11:12,AUST,-,2.58,-,-,-,-,-,-,-,0,0,0,0,0,0,dngenloc:dal1a,-,2737087,2154261
2.0,2011-10-16,02:26:13,2011-10-16,13:26:13,-33.602,136.807,ML,false,false,"NE of Cleve, SA.",10.0,FINL,2011-10-18,09:52:48,AUST,-,2,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737086,2154260
2.0,2011-10-15,12:40:09,2011-10-15,23:40:09,-35.085,148.258,ML,false,false,"Near Gundagai, NSW.",6.0,FINL,2011-10-17,11:11:19,AUST,-,2.04,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,2737072,2154246
4.3,2011-10-15,10:38:10,2011-10-15,21:38:10,-32.286,138.819,ML,false,true,"Near Carrieton, SA.",0.0,FINL,2011-10-18,11:38:02,AUST,-,4.31,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,2737069,2154243
2.7,2011-10-14,05:20:15,2011-10-14,16:20:15,-30.734,117.236,ML,false,false,"Near Cadoux, WA.",4.0,FINL,2011-10-17,10:41:42,AUST,-,2.69,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,2737068,2154242
2.8,2011-10-14,01:09:30,2011-10-14,12:09:30,-33.716,117.2,ML,false,false,"Near  Kojonup, WA.",15.0,FINL,2011-10-17,10:19:18,AUST,-,2.79,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,2737067,2154241
2.4,2011-10-13,16:19:46,2011-10-14,03:19:46,-31.459,118.894,ML,false,false,"E of Merredin, WA.",16.0,FINL,2011-10-14,09:59:07,AUST,-,2.37,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:iasp91,-,2737026,2154200
2.1,2011-10-13,11:15:18,2011-10-13,22:15:18,-38.386,145.901,ML,false,false,"Near Korumburra, Vic.",1.0,FINL,2011-10-14,10:02:14,AUST,-,2.07,-,-,-,-,-,-,-,0,0,0,0,0,0,dblocsat2,-,2737027,2154201
2.4,2011-10-13,09:58:43,2011-10-13,20:58:43,-38.378,145.848,MS,-,true,"Near Korumburra, VIC.",5.0,FINL,2011-10-17,10:13:12,AUST,-,-,2.4,-,-,-,-,1.02,0,6,6,5,5,229.82,0.8724496165013389088831879500610313201562,locsat:iasp91,TOO,419411,510227
1.7,2011-10-12,17:50:39,2011-10-13,04:50:39,-34.041,139.616,ML,false,false,"W of Morgan, SA.",8.0,FINL,2011-10-17,10:18:12,AUST,-,1.65,-,-,-,-,-,-,-,0,0,0,0,0,0,dbgenloc:dal1a,-,2737066,2154240
